figure,source,dataset,stream,layer,value,reference,absdiff
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,4,0.88907771342786,0.8890776859504133,2.7477446762347313e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,5,0.8906033236711242,0.8906033057851239,1.7886000236444488e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,6,0.8866099169498862,0.886609917355372,4.0548575608312376e-10
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,7,0.8830909031518646,0.883090909090909,5.939044478431299e-09
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,8,0.8813239946049841,0.8813239669421489,2.7662835244690598e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,9,0.8720892587486103,0.872089256198347,2.5502633338447822e-09
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,10,0.871064485706091,0.8710644628099173,2.2896173623720983e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,11,0.874433083353596,0.8744330578512396,2.550235644882548e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,12,0.8663140485234786,0.8663140495867767,1.0632981162217447e-09
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,13,0.8710247963744799,0.8710247933884296,2.986050295916698e-09
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,14,0.8711140744552863,0.871114049586777,2.4868509362896418e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,15,0.8681487864130661,0.8681487603305786,2.60824875031318e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,16,0.864723954574006,0.8647239669421488,1.2368142843222074e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,17,0.8626248197397721,0.8626247933884297,2.6351342441444103e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,18,0.8587537349885915,0.8587537190082644,1.5980327172648856e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,19,0.8558099415151076,0.8558099173553719,2.4159735656503756e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,20,0.8496793605309555,0.8496793388429753,2.1687980189533107e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,21,0.8550958543605685,0.855095867768595,1.340802657789908e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,22,0.8615669569773645,0.8615669421487603,1.4828604233407816e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,23,0.8608347208905875,0.8608347107438016,1.0146785967002359e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,24,0.8476363682270027,0.8476363636363636,4.59063909108437e-09
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,25,0.8460363748599458,0.8460363636363637,1.1223582063735194e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,26,0.8406264348114186,0.8406264462809918,1.1469573180100667e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,27,0.8394165518262009,0.8394165289256199,2.290058098708414e-08
fig1_gap_whole,PDF vertices (spine calibration),PC-GITA,llm,28,0.8547206847663795,0.8547206611570247,2.3609354804499105e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,0,0.884778516514342,0.8847785123966941,4.11764788932345e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,1,0.8854396692541924,0.8854396694214874,1.6729506668866634e-10
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,2,0.8857372017363154,0.8857371900826446,1.165367080613322e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,3,0.8859768501264913,0.8859768595041322,9.377640886043537e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,4,0.8890777050568623,0.8890776859504133,1.9106449089534294e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,5,0.8906033152332201,0.8906033057851239,9.448096194297761e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,6,0.8866099086871146,0.886609917355372,8.668257334143448e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,7,0.8830908950434209,0.883090909090909,1.4047488172685973e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,8,0.8813239865740289,0.8813239669421489,1.9631880010528846e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,9,0.8720892511226481,0.872089256198347,5.0756988612121745e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,10,0.8710644781250707,0.8710644628099173,1.5315153367723155e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,11,0.8744330756248446,0.8744330578512396,1.777360503218972e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,12,0.8663140411507906,0.8663140495867767,8.435986131871687e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,13,0.8710247887952003,0.8710247933884296,4.593229352423123e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,14,0.8711140668720913,0.871114049586777,1.7285314291015652e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,15,0.8681487789599149,0.8681487603305786,1.8629336295816756e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,16,0.8647239472710522,0.8647239669421488,1.9671096640472285e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,17,0.8626248125288767,0.8626247933884297,1.914044700512818e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,18,0.8587537279474642,0.8587537190082644,8.939199824808952e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,19,0.8558099346030814,0.8558099173553719,1.7247709482859364e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,20,0.8496793538877885,0.8496793388429753,1.504481317304851e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,21,0.8550958474798589,0.855095867768595,2.0288736135576357e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,22,0.8615669498128622,0.8615669421487603,7.66410190866651e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,23,0.8608347137581978,0.8608347107438016,3.01439617711452e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,24,0.8476363616734319,0.8476363636363636,1.96293170606765e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,25,0.8460363683765433,0.8460363636363637,4.740179582185533e-09
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,26,0.8406264285652713,0.8406264462809918,1.7715720557198722e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,27,0.8394165456331135,0.8394165289256199,1.6707493610823576e-08
fig1_gap_whole,PDF vertices (grid calibration),PC-GITA,llm,28,0.8547206779021232,0.8547206611570247,1.6745098530002167e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,0,0.6840759451985575,0.6840759395583107,5.640246825144857e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,1,0.6720747804337511,0.6720747772181325,3.215618660235009e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,2,0.6517241443961714,0.6517241379310345,6.465136981326225e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,3,0.6644808272113325,0.6644808213870592,5.824273285881532e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,4,0.6738085992607435,0.6738086013173189,2.0565753544588006e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,5,0.6854901411633616,0.6854901201084851,2.1054876508941334e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,6,0.6899845225772551,0.689984502130957,2.044629809905274e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,7,0.7176191592394647,0.7176191398682681,1.9371196646744693e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,8,0.7318868781553353,0.7318868655559859,1.259934934161322e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,9,0.7132894473041836,0.7132894227043781,2.4599805525937768e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,10,0.7393646048824127,0.7393645873692367,1.751317602050051e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,11,0.7253196228621883,0.7253196435490119,2.0686823587467984e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,12,0.7162727467867307,0.716272762495157,1.5708426337468495e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,13,0.7400426233256611,0.7400426191398684,4.185792712441128e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,14,0.732487396991477,0.7324874079814025,1.0989925525173305e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,15,0.7578845361264579,0.7578845408756296,4.749171722551182e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,16,0.7669314122019155,0.7669314219294847,9.727569194595276e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,17,0.7625726436427991,0.7625726462611391,2.6183399892687476e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,18,0.7615652862423261,0.7615652847733436,1.468982491203974e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,19,0.7763947971061036,0.7763948082138705,1.1107766928475371e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,20,0.7680550419283666,0.7680550174351026,2.4493263972580337e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,21,0.796648593007778,0.7966485858194499,7.188328154938972e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,22,0.7965710934006717,0.7965710964742347,3.0735630707212636e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,23,0.803215802470288,0.803215807826424,5.356135979184273e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,24,0.7950406709405264,0.7950406819062378,1.0965711338961626e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,25,0.7957961889908811,0.7957962030220845,1.4031203421360772e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,26,0.7990023170303481,0.7990023246803565,7.65000840452501e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,27,0.8083300890797591,0.808330104610616,1.553085693384304e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,28,0.7924351075678382,0.7924351026733825,4.894455729598235e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,29,0.7889771401782528,0.7889771406431616,4.6490877814164833e-10
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,30,0.7945757649591616,0.7945757458349477,1.9124213879173624e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,encoder,31,0.7908369015956229,0.7908368849283224,1.666730053972998e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,0,0.6840759458179948,0.6840759395583107,6.259684104392704e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,1,0.6720747815795045,0.6720747772181325,4.361372041294942e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,2,0.6517241464344099,0.6517241379310345,8.503375448221107e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,3,0.6644808286901216,0.6644808213870592,7.3030623770620196e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,4,0.6738086003304595,0.6738086013173189,9.868593719986052e-10
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,5,0.6854901417207788,0.6854901201084851,2.1612293732431453e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,6,0.6899845229375694,0.689984502130957,2.0806612432977545e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,7,0.7176191583878511,0.7176191398682681,1.8519582978271387e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,8,0.7318868766780049,0.7318868655559859,1.1122018972464787e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,9,0.7132894466424511,0.7132894227043781,2.3938072968299196e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,10,0.7393646030771437,0.7393645873692367,1.5707906975137576e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,11,0.7253196216728676,0.7253196435490119,2.1876144340460257e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,12,0.7162727459941645,0.716272762495157,1.6500992572332507e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,13,0.7400426214906572,0.7400426191398684,2.3507888968765656e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,14,0.7324873954878107,0.7324874079814025,1.2493591827755779e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,15,0.7578845335089899,0.7578845408756296,7.366639742656389e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,16,0.7669314091876931,0.7669314219294847,1.2741791621806442e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,17,0.7625726408197322,0.7625726462611391,5.441406880635213e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,18,0.7615652834634372,0.7615652847733436,1.3099064055666076e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,19,0.7763947936768606,0.7763948082138705,1.4537009929149747e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,20,0.7680550388648668,0.7680550174351026,2.142976418539888e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,21,0.7966485886902966,0.7966485858194499,2.8708467825211414e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,22,0.796571089086589,0.7965710964742347,7.387645717393809e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,23,0.803215797864799,0.803215807826424,9.96162496935682e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,24,0.795040666693561,0.7950406819062378,1.5212676784948087e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,25,0.7957961847107822,0.7957962030220845,1.8311302363294146e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,26,0.7990023126096432,0.7990023246803565,1.2070713317768877e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,27,0.8083300842499811,0.808330104610616,2.03606349558072e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,28,0.7924351034351409,0.7924351026733825,7.617584341090833e-10
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,29,0.7889771361972061,0.7889771406431616,4.445955492649034e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,30,0.794575760732585,0.7945757458349477,1.4897637234945194e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,encoder,31,0.7908368975330156,0.7908368849283224,1.2604693178097648e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,0,0.7668926853136807,0.7668926772568772,8.056803557643377e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,1,0.7728981028282836,0.7728981015110423,1.3172413160233987e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,2,0.77454475178377,0.7745447500968616,1.6869083907522509e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,3,0.7930550127634157,0.7930550174351028,4.671687037216543e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,4,0.7911468541934117,0.7911468423091825,1.188422915632259e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,5,0.7875048309657782,0.787504843084076,1.2118297809671219e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,6,0.7804533291624677,0.780453312669508,1.6492959664660134e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,7,0.8045524988279857,0.8045524990313832,2.0339741002572964e-10
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,8,0.8097346147801638,0.8097345989926384,1.578752539810324e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,9,0.8317221836781936,0.831722200697404,1.701921037433607e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,10,0.8318287399091353,0.8318287485470747,8.637939363786984e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,11,0.830453316663203,0.830453312669508,3.99369504133773e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,12,0.829174733553176,0.8291747384734598,4.920283847020812e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,13,0.8225106839547607,0.8225106547849672,2.9169793469563388e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,14,0.813502534767538,0.8135025184037196,1.6363818411413433e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,15,0.8058310819380128,0.8058310732274312,8.710581589355115e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,16,0.8130375829555361,0.8130375823324292,6.231068994111411e-10
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,17,0.8147423451586933,0.81474234792716,2.7684667891492154e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,18,0.8127857436054179,0.8127857419604805,1.644937408507019e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,19,0.8160790415163909,0.8160790391321192,2.384271668987026e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,20,0.8113618773762143,0.8113618752421541,2.1340602618380444e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,21,0.8134250351604315,0.8134250290585043,6.101927185753198e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,22,0.8275474709571253,0.8275474622239442,8.733181178222083e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,23,0.8225687972024314,0.8225687717938786,2.540855281729648e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,24,0.8302595905607554,0.8302595893064704,1.2542850091890045e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,25,0.833097652754763,0.8330976365749709,1.617979206169906e-08
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,26,0.8352867072987207,0.8352867105772956,3.278574967069403e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,27,0.8396358055934376,0.8396358000774893,5.515948364731571e-09
fig1_gap_whole,PDF vertices (spine calibration),Pitt,llm,28,0.8253390300537319,0.8253390158853158,1.41684161070188e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,0,0.7668926823011566,0.7668926772568772,5.04427943859298e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,1,0.7728980995523895,0.7728981015110423,1.958652795508442e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,2,0.7745447484356616,0.7745447500968616,1.6612000663940307e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,3,0.7930550086035323,0.7930550174351028,8.831570474931993e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,4,0.7911468501172112,0.7911468423091825,7.808028668065958e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,5,0.7875048270493001,0.787504843084076,1.6034775840445548e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,6,0.780453325555236,0.780453312669508,1.2885728040146205e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,7,0.8045524941638753,0.8045524990313832,4.867507841233021e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,8,0.8097346098887896,0.8097345989926384,1.0896151203532156e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,9,0.8317221778225459,0.831722200697404,2.2874858118804298e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,10,0.8318287340488145,0.8318287485470747,1.4498260147988162e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,11,0.8304533108632018,0.830453312669508,1.8063061046902362e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,12,0.8291747278092476,0.8291747384734598,1.0664212179989363e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,13,0.8225106785030869,0.8225106547849672,2.371811969048565e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,14,0.8135025297109201,0.8135025184037196,1.1307200509236282e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,15,0.8058310772178295,0.8058310732274312,3.990398345088408e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,16,0.813037577919309,0.8130375823324292,4.413120202606535e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,17,0.814742340047703,0.81474234792716,7.879457086801267e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,18,0.8127857385802353,0.8127857419604805,3.3802451948616863e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,19,0.8160790363467793,0.8160790391321192,2.7853399586774685e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,20,0.811361872413476,0.8113618752421541,2.828678069555224e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,21,0.8134250301072125,0.8134250290585043,1.0487081203436333e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,22,0.8275474652845612,0.8275474622239442,3.060617093098017e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,23,0.822568791748209,0.8225687717938786,1.9954330410243415e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,24,0.8302595847692502,0.8302595893064704,4.537220155143018e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,25,0.8330976468387934,0.8330976365749709,1.0263822458611571e-08
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,26,0.8352867012867492,0.8352867105772956,9.29054644327465e-09
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,27,0.8396357993907347,0.8396358000774893,6.867545421229693e-10
fig1_gap_whole,PDF vertices (grid calibration),Pitt,llm,28,0.8253390244780199,0.8253390158853158,8.592704103804749e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,0,0.5835145907249124,0.583514571552849,1.9172063381311943e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,1,0.5593011194508056,0.5593011454255473,2.597474169085956e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,2,0.6051181447158193,0.6051181673191243,2.260330500547525e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,3,0.5998259894042901,0.5998260113092649,2.1904974834008328e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,4,0.6070755253899229,0.6070755400898942,1.4699971240261789e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,5,0.596998697409969,0.5969986950848195,2.3251495173681747e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,6,0.604683211971029,0.6046831955922864,1.6378742584421957e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,7,0.5867043572269832,0.586704364216326,6.989342771213103e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,8,0.582427121371026,0.5824271422357546,2.0864728611513783e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,9,0.5932289441971164,0.5932289401188923,4.078224091763616e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,10,0.6151225144587327,0.6151225170363926,2.57765997435655e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,11,0.6092503724364217,0.6092503987240829,2.628766126999693e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,12,0.6013483915029666,0.601348412353197,2.0850230431079808e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,13,0.6087429356239542,0.6087429317094389,3.914515267489094e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,14,0.6097578550795262,0.609757865738727,1.065920085530081e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,15,0.6240394148477598,0.6240394374365666,2.2588806825041274e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,16,0.6468029422602304,0.6468029578077426,1.554751216659156e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,17,0.6604320570806418,0.6604320719153255,1.4834683703668361e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,18,0.6847179865917888,0.6847179933304335,6.738644642290126e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,19,0.6874728203490694,0.6874728142670726,6.081996795082034e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,20,0.67522109949198,0.6752211106278092,1.1135829258712704e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,21,0.6673916226262022,0.6673916195447296,3.0814726326156006e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,22,0.661302014231496,0.661302015369001,1.1375049790984804e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,23,0.6519501352670418,0.6519501232419893,1.2025052509301304e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,24,0.661084547859101,0.6610845295055822,1.8353518815850123e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,25,0.6654342419520985,0.6654342467739597,4.82186113259786e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,26,0.6396259103422749,0.6396259243149195,1.3972644596904615e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,27,0.6233507178660989,0.6233507322024069,1.4336308029605505e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,28,0.6291141037868939,0.6291141075830071,3.796113201559592e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,29,0.6177323400806586,0.6177323473974191,7.31676053078445e-09
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,30,0.5980136168655411,0.5980136291141076,1.2248566494399427e-08
fig1_gap_whole,PDF vertices (spine calibration),E-DAIC,encoder,31,0.6360011652647769,0.6360011599246049,5.340171971290886e-09
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,0,0.5835145957545084,0.583514571552849,2.420165934324814e-08
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,1,0.5593011255422933,0.5593011454255473,1.9883254043229215e-08
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,2,0.6051181487979826,0.6051181673191243,1.852114162037566e-08
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,3,0.5998259937185431,0.5998260113092649,1.7590721879123805e-08
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,4,0.6070755293862446,0.6070755400898942,1.0703649522270098e-08
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,5,0.5969987018482141,0.5969986950848195,6.7633946221334895e-09
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,6,0.6046832160722666,0.6046831955922864,2.047998015619612e-08
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,7,0.5867043621166907,0.586704364216326,2.099635243446585e-09
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,8,0.5824271264483134,0.5824271422357546,1.5787441243197975e-08
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,9,0.5932289488006856,0.5932289401188923,8.68179328428198e-09
fig1_gap_whole,PDF vertices (grid calibration),E-DAIC,encoder,10,0.6151225181021505,0.6151225170363926,1.0657578153328018e-09
